9.40767	0	-3.16	3.31398
9.57663	0	-3.33	1.6416
9.69291	0	-9.52	0
9.7749	0	-4.84	0
9.83378	0	-0.67	0
9.87664	0	-2.35	0
9.90813	0	-0.15	0.73872
5.14778	9.39189	1.87	7.61
6.33952	1.6228	1.12	1.54
7.79028	0	-0.02	14.3743
8.61053	0	-2.81	0.13338
9.09181	0	-2.61	0
9.38581	0	-2.13	0
4.89048	9.46742	3.92	2.26
6.94448	0	-0.01	0
3.815	8.7453	4.22	0.71
4.35258	3.799	2.6	0
6.50024	0	0.7	0
7.74308	0	-1.32	23.085
8.49126	0	-0.18	8.80308
0.62864	16.5679	1.33	16.09
4.43942	0	0.71	2.84202
6.56353	0	-2.37	10.7114
7.78963	0	-5.9	0
8.52572	0	-3.39	0
8.98603	0	-8.92	0
9.2854	0	-9.71	0
9.48699	0	-9.58	0
9.62671	0	-13.21	0
9.72576	0	-12.28	0
9.79719	0	-8.1	0
0	19.6578	2.73	19.42
3.04417	0	-0.04	0
5.78555	0	0.11	0
2.95817	8.9545	4.3	0.71
4.48646	2.3346	2.04	0
2.5599	8.11375	4.25	0
5.38029	0	-0.92	0
7.0154	0	-3.02	0
8.00164	0	-2.2	0
8.62128	0	-3.66	0
9.02598	0	-9.32	0
9.2995	0	-2.63	7.86942
7.2333	4.46385	1.99	2.26
3.05916	10.5465	3.23	5.1
0	15.9024	3.63	9.41
0	10.7577	3.85	3.69
0	4.78105	1.27	4.46
3.79259	0	-0.34	1.35432
5.99339	0	0	2.1033
4.76484	5.0541	1.34	4.55
6.66033	0	0.63	1.58004
7.78859	0	0.82	9.00828
0	20.3868	2.19	17.66
3.00479	0	0.89	4.6683
5.66113	0	-2.26	0
7.19961	0	-3.3	0
8.12659	0	-3.45	0
3.28226	11.0483	4.42	2.49
3.39469	5.08035	3.09	0
5.91031	0	-0.43	0
7.36488	0	-0.48	0.13338
8.23973	0	-0.59	3.1293
8.78784	0	-2.64	2.24694
9.14489	0	0.3	8.208
9.38568	0	0.76	3.66282
8.28354	2.49545	1.83	0.71
8.91735	0	0.07	0
9.29035	0	0.81	0
9.51894	0	0.38	0
9.66479	0	0.77	0
8.22377	3.0668	2.32	0
8.91261	0	-0.41	0
9.30685	0	-1.91	1.6416
9.54134	0	-1.04	7.72578
6.55924	3.63436	1.06	6.18
0	15.1876	1.9	14.37
3.17807	1.5897	1.13	1.5
5.84935	0	0.68	1.05678
4.51272	5.81255	3.37	0
4.53781	4.1128	2.72	0
0	13.7661	6.14	0.71
0	10.0193	6.07	0
3.3074	1.155	1.8	0
5.96409	0	0.45	0
7.46483	0	-0.9	1.67238
8.34451	0	-0.09	0
7.89321	2.09203	2.07	0
8.66888	0	0.4	0
5.47351	8.03225	3.57	3.47
4.99868	5.721	4.84	2.41
7.2212	0	4.28	0
8.402	0	1.97	0
9.04455	0	1.18	0
9.40494	0	0.11	0
9.20003	1.86	5.64	1.86
6.9599	5.33	3.28	5.33
8.0805	0.71	4.54	0.71
8.84006	0	3.04	0
9.26989	0	0.72	0.72846
8.9388	1.43846	2.22	0.71
9.27992	0.71	5.55	0.71
9.54611	0	4.25	0
9.70267	0	4.55	0
9.29003	2.26	4.59	2.26
7.00536	5.33	3.04	5.33
8.25752	0	0.32	0.73872
8.94489	0	0.9	2.60604
7.88318	3.34476	4.9	0
8.71126	0.13	3.6	0.13
9.06519	0.71	3.62	0.71
9.23324	0.71	4.13	0.71
9.45758	0.81	9.83	0.81
9.64737	0	14.48	0
9.76262	0	10.35	0
9.83551	0	0.63	14.6513
9.88341	0	-0.57	14.6205
9.67053	0.612846	1.12	4.09
7.0169	2.30335	3.31	0
3.59631	8.29047	4.78	0
0.649443	11.4346	5.6	0
3.63325	2.59903	9.88	0
6.10454	0	10.07	0
7.50943	0.13	11.56	0.13
8.35366	0	11.32	0
8.87604	0	12.07	0
9.21243	0	11.37	0
9.43702	0	8.05	0
9.59161	0	8.1	0
9.70063	0	6.48	0
9.62639	0.873542	4.54	2.26
9.64086	1.55408	4.82	1.63
9.76738	0	5.88	0
9.8439	0	2.96	0
9.79085	0.825517	4.23	1.5
9.7977	1.03	6.65	1.03
9.8737	0	6.1	0
9.91799	0	6.95	0
9.89692	0.394956	7.19	0.71
9.88717	0.382746	7.4	0.71
9.72088	1.53462	7.22	3.11
9.83878	0	10.28	0
9.90315	0	9.48	0
9.89147	0.71	11.63	0.71
