z	 OMzt	 OMbzt	 DOM1zt	 DOM2zt	 O2zt	 NO3zt	 NH4zt	 NH3zt	 FeOH3zt	 FeOOHzt	 Fe2zt	 SO4zt	 H2Szt	 HSzt	 PO4zt	 PO4adsazt	 PO4adsbzt	 S0zt	 S8zt	 FeSzt	 FeS2zt	 AlOH3zt	 Ca2zt	 Ca3PO42zt	 OMSzt	 Hzt	 OHzt	 CO2zt	 CO3zt	 HCO3zt	 H2CO3zt	 Chlzt	 CH4
7.6471	1.148	189.92	0.00019129	0.00046598	7.582e-08	2.3639e-16	0.043695	4.0517e-09	9.7345e-06	3.6722e-17	0.0015502	0.0056691	1.1533e-10	0.0011688	0.0011506	6.5553e-11	2.4187e-13	3.5485e-09	8.8704e-05	2.5506e-14	7.6015e-06	532.2	0	0.089603	3.8712	3.6459e-05	0.00036459	0.30346	2.3342e-05	0.72024	1.148e-15	0.00145	0
7.7647	1.1629	189.99	0.00019118	0.00046558	4.5333e-08	1.4043e-16	0.043611	4.0509e-09	9.3208e-06	3.7557e-17	0.0015404	0.0055201	1.153e-10	0.0011558	0.0011413	6.1764e-11	2.4559e-13	3.6018e-09	9.0039e-05	2.7066e-14	7.7182e-06	540.13	0	0.090948	3.9245	3.6459e-05	0.00036459	0.30195	2.3334e-05	0.72042	1.1477e-15	0.0014559	0
7.8824	1.1777	190.06	0.00019107	0.00046517	2.7105e-08	8.3423e-17	0.043527	4.05e-09	8.9267e-06	3.838e-17	0.0015308	0.0053744	1.1527e-10	0.0011425	0.0011321	5.8217e-11	2.4931e-13	3.6551e-09	9.1372e-05	2.8696e-14	7.8348e-06	548.05	0	0.092291	3.9776	3.6459e-05	0.00036459	0.30045	2.3327e-05	0.72059	1.1474e-15	0.001462	0
8	1.1926	190.15	0.00019096	0.00046477	1.6206e-08	4.9558e-17	0.043445	4.0492e-09	8.5511e-06	3.919e-17	0.0015216	0.005232	1.1524e-10	0.0011289	0.0011231	5.4894e-11	2.5303e-13	3.7084e-09	9.2705e-05	3.0399e-14	7.9513e-06	555.96	0	0.093633	4.0305	3.6459e-05	0.00036459	0.29898	2.332e-05	0.72077	1.1471e-15	0.0014682	0
8.1176	1.2075	190.23	0.00019085	0.00046437	9.6896e-09	2.944e-17	0.043363	4.0484e-09	8.193e-06	3.9987e-17	0.0015126	0.0050928	1.1521e-10	0.0011151	0.0011143	5.1778e-11	2.5675e-13	3.7616e-09	9.4036e-05	3.2177e-14	8.0677e-06	563.87	0	0.094972	4.0831	3.6459e-05	0.00036459	0.29753	2.3313e-05	0.72094	1.1468e-15	0.0014746	0
8.2353	1.2223	190.32	0.00019074	0.00046398	5.7935e-09	1.7489e-17	0.043283	4.0476e-09	7.8516e-06	4.0769e-17	0.0015039	0.0049568	1.1519e-10	0.0011011	0.0011056	4.8856e-11	2.6046e-13	3.8148e-09	9.5366e-05	3.4031e-14	8.1839e-06	571.78	0	0.096309	4.1356	3.6459e-05	0.00036459	0.2961	2.3307e-05	0.7211	1.1465e-15	0.0014812	0
8.3529	1.2372	190.42	0.00019064	0.00046358	3.4639e-09	1.0389e-17	0.043204	4.0469e-09	7.526e-06	4.1536e-17	0.0014954	0.0048239	1.1516e-10	0.0010869	0.0010971	4.6114e-11	2.6417e-13	3.8679e-09	9.6695e-05	3.5963e-14	8.3001e-06	579.68	0	0.097645	4.1878	3.6459e-05	0.00036459	0.29469	2.33e-05	0.72127	1.1462e-15	0.001488	0
8.4706	1.2521	190.52	0.00019053	0.00046319	2.0711e-09	6.1719e-18	0.043126	4.0462e-09	7.2154e-06	4.2286e-17	0.0014873	0.004694	1.1514e-10	0.0010726	0.0010887	4.3541e-11	2.6787e-13	3.921e-09	9.8022e-05	3.7976e-14	8.4161e-06	587.56	0	0.098978	4.2398	3.6459e-05	0.00036459	0.2933	2.3294e-05	0.72143	1.146e-15	0.001495	0
8.5882	1.267	190.62	0.00019042	0.0004628	1.2383e-09	3.6664e-18	0.043049	4.0455e-09	6.9192e-06	4.3019e-17	0.0014794	0.0045672	1.1511e-10	0.0010581	0.0010804	4.1125e-11	2.7158e-13	3.974e-09	9.9348e-05	4.0071e-14	8.532e-06	595.45	0	0.10031	4.2916	3.6459e-05	0.00036459	0.29193	2.3288e-05	0.72159	1.1457e-15	0.0015022	0
8.7059	1.2819	190.73	0.00019031	0.00046241	7.4039e-10	2.178e-18	0.042973	4.0448e-09	6.6365e-06	4.3735e-17	0.0014718	0.0044433	1.1509e-10	0.0010435	0.0010722	3.8856e-11	2.7527e-13	4.0269e-09	0.00010067	4.225e-14	8.6478e-06	603.32	0	0.10164	4.3432	3.6459e-05	0.00036459	0.29058	2.3282e-05	0.72175	1.1455e-15	0.0015096	0
8.8235	1.2968	190.84	0.00019021	0.00046202	4.4268e-10	1.2939e-18	0.042897	4.0441e-09	6.3669e-06	4.4432e-17	0.0014645	0.0043222	1.1507e-10	0.0010287	0.0010642	3.6725e-11	2.7897e-13	4.0798e-09	0.000102	4.4515e-14	8.7634e-06	611.18	0	0.10296	4.3946	3.6459e-05	0.00036459	0.28925	2.3277e-05	0.72191	1.1452e-15	0.0015172	0
8.9412	1.3117	190.95	0.0001901	0.00046164	2.6468e-10	7.6863e-19	0.042823	4.0435e-09	6.1095e-06	4.511e-17	0.0014574	0.0042041	1.1504e-10	0.0010139	0.0010563	3.4722e-11	2.8266e-13	4.1326e-09	0.00010332	4.6867e-14	8.8789e-06	619.04	0	0.10429	4.4458	3.6459e-05	0.00036459	0.28794	2.3271e-05	0.72206	1.145e-15	0.0015249	0
9.0588	1.3267	191.07	0.00018999	0.00046126	1.5825e-10	4.5661e-19	0.04275	4.0429e-09	5.8639e-06	4.5769e-17	0.0014506	0.0040887	1.1502e-10	0.00099904	0.0010485	3.284e-11	2.8634e-13	4.1854e-09	0.00010464	4.9309e-14	8.9942e-06	626.88	0	0.10561	4.4967	3.6459e-05	0.00036459	0.28664	2.3266e-05	0.72222	1.1448e-15	0.0015329	0
9.1765	1.3416	191.18	0.00018989	0.00046089	9.4621e-11	2.7125e-19	0.042678	4.0423e-09	5.6294e-06	4.6407e-17	0.0014441	0.0039761	1.15e-10	0.00098409	0.0010408	3.107e-11	2.9002e-13	4.2381e-09	0.00010595	5.1843e-14	9.1094e-06	634.72	0	0.10693	4.5474	3.6459e-05	0.00036459	0.28536	2.3261e-05	0.72237	1.1446e-15	0.0015411	0
9.2941	1.3565	191.31	0.00018979	0.00046052	5.6574e-11	1.6114e-19	0.042607	4.0417e-09	5.4055e-06	4.7024e-17	0.0014379	0.0038662	1.1498e-10	0.0009691	0.0010332	2.9405e-11	2.937e-13	4.2907e-09	0.00010727	5.4469e-14	9.2244e-06	642.54	0	0.10825	4.5979	3.6459e-05	0.00036459	0.28411	2.3256e-05	0.72251	1.1444e-15	0.0015495	0
9.4118	1.3714	191.43	0.00018969	0.00046015	3.3826e-11	9.5725e-20	0.042537	4.0411e-09	5.1917e-06	4.762e-17	0.0014319	0.0037589	1.1496e-10	0.00095408	0.0010256	2.7838e-11	2.9737e-13	4.3433e-09	0.00010858	5.719e-14	9.3392e-06	650.35	0	0.10956	4.6482	3.6459e-05	0.00036459	0.28287	2.3251e-05	0.72266	1.1441e-15	0.001558	0
9.5294	1.3863	191.55	0.00018958	0.00045979	2.0225e-11	5.6866e-20	0.042468	4.0405e-09	4.9876e-06	4.8194e-17	0.0014262	0.0036542	1.1494e-10	0.00093905	0.0010182	2.6364e-11	3.0103e-13	4.3957e-09	0.0001099	6.0007e-14	9.4538e-06	658.16	0	0.11087	4.6983	3.6459e-05	0.00036459	0.28164	2.3246e-05	0.7228	1.1439e-15	0.0015668	0
9.6471	1.4012	191.68	0.00018948	0.00045943	1.2092e-11	3.3781e-20	0.042399	4.04e-09	4.7925e-06	4.8745e-17	0.0014207	0.0035521	1.1492e-10	0.00092401	0.0010109	2.4976e-11	3.0469e-13	4.4481e-09	0.00011121	6.2922e-14	9.5683e-06	665.95	0	0.11218	4.7481	3.6459e-05	0.00036459	0.28044	2.3242e-05	0.72294	1.1438e-15	0.0015757	0
9.7647	1.416	191.8	0.00018939	0.00045908	7.2301e-12	2.0068e-20	0.042332	4.0395e-09	4.6062e-06	4.9275e-17	0.0014156	0.0034524	1.1491e-10	0.00090899	0.0010036	2.3668e-11	3.0834e-13	4.5004e-09	0.00011252	6.5936e-14	9.6826e-06	673.72	0	0.11348	4.7978	3.6459e-05	0.00036459	0.27925	2.3237e-05	0.72308	1.1436e-15	0.0015848	0
9.8824	1.4309	191.93	0.00018929	0.00045873	4.3229e-12	1.1921e-20	0.042266	4.039e-09	4.4281e-06	4.9781e-17	0.0014106	0.0033553	1.1489e-10	0.00089398	0.00099649	2.2436e-11	3.1199e-13	4.5527e-09	0.00011382	6.9051e-14	9.7967e-06	681.49	0	0.11479	4.8472	3.6459e-05	0.00036459	0.27807	2.3233e-05	0.72321	1.1434e-15	0.0015941	0
10	1.4457	192.06	0.00018919	0.00045838	2.5847e-12	7.082e-21	0.0422	4.0385e-09	4.2579e-06	5.0263e-17	0.0014059	0.0032605	1.1487e-10	0.00087901	0.0009894	2.1276e-11	3.1564e-13	4.6048e-09	0.00011513	7.2268e-14	9.9106e-06	689.24	0	0.11609	4.8964	3.6459e-05	0.00036459	0.27692	2.3229e-05	0.72334	1.1432e-15	0.0016035	0
10.118	1.4606	192.18	0.0001891	0.00045805	1.5454e-12	4.2071e-21	0.042135	4.038e-09	4.0951e-06	5.0722e-17	0.0014015	0.0031681	1.1486e-10	0.00086408	0.0009824	2.0181e-11	3.1927e-13	4.6568e-09	0.00011643	7.5589e-14	1.0024e-05	696.98	0	0.11738	4.9454	3.6459e-05	0.00036459	0.27577	2.3225e-05	0.72347	1.143e-15	0.0016131	0
10.235	1.4754	192.31	0.000189	0.00045771	9.24e-13	2.4992e-21	0.042071	4.0376e-09	3.9394e-06	5.1158e-17	0.0013973	0.003078	1.1484e-10	0.00084921	0.00097547	1.9149e-11	3.229e-13	4.7088e-09	0.00011773	7.9015e-14	1.0138e-05	704.7	0	0.11868	4.9941	3.6459e-05	0.00036459	0.27465	2.3221e-05	0.7236	1.1429e-15	0.0016229	0
10.353	1.4902	192.44	0.00018891	0.00045738	5.5246e-13	1.4847e-21	0.042008	4.0371e-09	3.7905e-06	5.1569e-17	0.0013933	0.0029901	1.1483e-10	0.0008344	0.00096861	1.8175e-11	3.2652e-13	4.7607e-09	0.00011902	8.2548e-14	1.0251e-05	712.41	0	0.11997	5.0427	3.6459e-05	0.00036459	0.27354	2.3217e-05	0.72373	1.1427e-15	0.0016328	0
10.471	1.505	192.56	0.00018882	0.00045706	3.3032e-13	8.8198e-22	0.041946	4.0367e-09	3.6481e-06	5.1956e-17	0.0013896	0.0029045	1.1481e-10	0.00081966	0.00096183	1.7256e-11	3.3014e-13	4.8124e-09	0.00012032	8.6188e-14	1.0364e-05	720.11	0	0.12126	5.091	3.6459e-05	0.00036459	0.27244	2.3214e-05	0.72385	1.1426e-15	0.0016429	0
10.588	1.5198	192.69	0.00018873	0.00045674	1.975e-13	5.2394e-22	0.041885	4.0363e-09	3.5117e-06	5.2318e-17	0.0013861	0.0028211	1.148e-10	0.000805	0.00095511	1.6388e-11	3.3375e-13	4.8641e-09	0.00012161	8.9936e-14	1.0477e-05	727.78	0	0.12254	5.1391	3.6459e-05	0.00036459	0.27136	2.321e-05	0.72397	1.1424e-15	0.0016531	0
10.706	1.5345	192.81	0.00018865	0.00045643	1.1809e-13	3.1125e-22	0.041824	4.0359e-09	3.3812e-06	5.2656e-17	0.0013828	0.0027397	1.1478e-10	0.00079044	0.00094846	1.5569e-11	3.3735e-13	4.9156e-09	0.0001229	9.3795e-14	1.0589e-05	735.45	0	0.12382	5.187	3.6459e-05	0.00036459	0.2703	2.3207e-05	0.72409	1.1423e-15	0.0016634	0
10.824	1.5492	192.93	0.00018856	0.00045613	7.0604e-14	1.849e-22	0.041765	4.0355e-09	3.2562e-06	5.297e-17	0.0013798	0.0026605	1.1477e-10	0.00077596	0.00094188	1.4794e-11	3.4095e-13	4.967e-09	0.00012418	9.7764e-14	1.0702e-05	743.09	0	0.1251	5.2347	3.6459e-05	0.00036459	0.26925	2.3204e-05	0.7242	1.1421e-15	0.0016738	0
10.941	1.5639	193.05	0.00018848	0.00045583	4.2214e-14	1.0984e-22	0.041706	4.0351e-09	3.1364e-06	5.3259e-17	0.0013769	0.0025834	1.1476e-10	0.0007616	0.00093536	1.4063e-11	3.4454e-13	5.0184e-09	0.00012547	1.0184e-13	1.0814e-05	750.72	0	0.12638	5.2821	3.6459e-05	0.00036459	0.26821	2.32e-05	0.72432	1.142e-15	0.0016844	0
11.059	1.5786	193.17	0.0001884	0.00045554	2.524e-14	6.5251e-23	0.041648	4.0347e-09	3.0217e-06	5.3523e-17	0.0013742	0.0025082	1.1474e-10	0.00074734	0.0009289	1.3371e-11	3.4812e-13	5.0696e-09	0.00012675	1.0604e-13	1.0925e-05	758.34	0	0.12765	5.3294	3.6459e-05	0.00036459	0.26719	2.3197e-05	0.72443	1.1418e-15	0.001695	0
11.176	1.5932	193.29	0.00018832	0.00045525	1.5091e-14	3.8763e-23	0.04159	4.0343e-09	2.9117e-06	5.3763e-17	0.0013718	0.002435	1.1473e-10	0.0007332	0.0009225	1.2716e-11	3.5169e-13	5.1207e-09	0.00012803	1.1035e-13	1.1037e-05	765.93	0	0.12891	5.3764	3.6459e-05	0.00036459	0.26618	2.3194e-05	0.72454	1.1417e-15	0.0017058	0
11.294	1.6078	193.4	0.00018824	0.00045497	9.023e-15	2.3027e-23	0.041534	4.034e-09	2.8063e-06	5.3978e-17	0.0013695	0.0023637	1.1472e-10	0.00071918	0.00091617	1.2097e-11	3.5525e-13	5.1717e-09	0.0001293	1.1477e-13	1.1148e-05	773.51	0	0.13018	5.4232	3.6459e-05	0.00036459	0.26519	2.3191e-05	0.72465	1.1416e-15	0.0017167	0
11.412	1.6224	193.52	0.00018817	0.0004547	5.3949e-15	1.3679e-23	0.041478	4.0337e-09	2.7052e-06	5.4169e-17	0.0013674	0.0022943	1.1471e-10	0.00070529	0.00090989	1.1511e-11	3.5881e-13	5.2225e-09	0.00013057	1.193e-13	1.1259e-05	781.07	0	0.13144	5.4698	3.6459e-05	0.00036459	0.26421	2.3188e-05	0.72475	1.1415e-15	0.0017277	0
11.529	1.637	193.63	0.0001881	0.00045443	3.2256e-15	8.1263e-24	0.041423	4.0333e-09	2.6082e-06	5.4335e-17	0.0013655	0.0022267	1.147e-10	0.00069154	0.00090367	1.0956e-11	3.6236e-13	5.2733e-09	0.00013184	1.2396e-13	1.137e-05	788.61	0	0.1327	5.5161	3.6459e-05	0.00036459	0.26324	2.3186e-05	0.72485	1.1414e-15	0.0017387	0
11.647	1.6515	193.74	0.00018803	0.00045417	1.9286e-15	4.8274e-24	0.041369	4.033e-09	2.5152e-06	5.4478e-17	0.0013638	0.0021609	1.1469e-10	0.00067792	0.0008975	1.0431e-11	3.659e-13	5.3239e-09	0.00013311	1.2873e-13	1.148e-05	796.13	0	0.13395	5.5623	3.6459e-05	0.00036459	0.26228	2.3183e-05	0.72496	1.1412e-15	0.0017498	0
11.765	1.666	193.84	0.00018796	0.00045392	1.1531e-15	2.8678e-24	0.041315	4.0327e-09	2.4259e-06	5.4596e-17	0.0013623	0.0020969	1.1467e-10	0.00066445	0.0008914	9.9327e-12	3.6943e-13	5.3744e-09	0.00013437	1.3361e-13	1.1591e-05	803.63	0	0.1352	5.6082	3.6459e-05	0.00036459	0.26134	2.318e-05	0.72505	1.1411e-15	0.001761	0
11.882	1.6805	193.95	0.00018789	0.00045368	6.8946e-16	1.7036e-24	0.041262	4.0324e-09	2.3401e-06	5.4691e-17	0.0013609	0.0020346	1.1466e-10	0.00065112	0.00088534	9.4607e-12	3.7295e-13	5.4247e-09	0.00013563	1.3861e-13	1.1701e-05	811.11	0	0.13644	5.6539	3.6459e-05	0.00036459	0.26041	2.3178e-05	0.72515	1.141e-15	0.0017723	0
12	1.6949	194.05	0.00018783	0.00045344	4.1223e-16	1.012e-24	0.04121	4.0321e-09	2.2578e-06	5.4762e-17	0.0013596	0.001974	1.1465e-10	0.00063794	0.00087934	9.0133e-12	3.7646e-13	5.4749e-09	0.00013689	1.4373e-13	1.181e-05	818.58	0	0.13768	5.6994	3.6459e-05	0.00036459	0.25949	2.3175e-05	0.72525	1.1409e-15	0.0017836	0
12.118	1.7093	194.15	0.00018777	0.00045322	2.4647e-16	6.012e-25	0.041158	4.0318e-09	2.1787e-06	5.481e-17	0.0013585	0.001915	1.1464e-10	0.00062492	0.00087339	8.5889e-12	3.7996e-13	5.525e-09	0.00013814	1.4897e-13	1.1919e-05	826.02	0	0.13892	5.7446	3.6459e-05	0.00036459	0.25859	2.3173e-05	0.72534	1.1408e-15	0.001795	0
12.235	1.7237	194.24	0.00018771	0.000453	1.4737e-16	3.5715e-25	0.041108	4.0315e-09	2.1026e-06	5.4835e-17	0.0013575	0.0018576	1.1464e-10	0.00061205	0.00086749	8.1863e-12	3.8346e-13	5.5749e-09	0.00013939	1.5433e-13	1.2028e-05	833.43	0	0.14016	5.7897	3.6459e-05	0.00036459	0.25769	2.3171e-05	0.72543	1.1407e-15	0.0018065	0
12.353	1.738	194.34	0.00018765	0.00045279	8.8112e-17	2.1216e-25	0.041057	4.0313e-09	2.0296e-06	5.4837e-17	0.0013567	0.0018018	1.1463e-10	0.00059934	0.00086165	7.8042e-12	3.8694e-13	5.6247e-09	0.00014063	1.598e-13	1.2137e-05	840.83	0	0.14138	5.8345	3.6459e-05	0.00036459	0.25681	2.3169e-05	0.72552	1.1406e-15	0.001818	0
12.471	1.7523	194.43	0.0001876	0.00045258	5.2682e-17	1.2604e-25	0.041008	4.031e-09	1.9594e-06	5.4817e-17	0.001356	0.0017475	1.1462e-10	0.0005868	0.00085585	7.4415e-12	3.9041e-13	5.6743e-09	0.00014187	1.654e-13	1.2245e-05	848.21	0	0.14261	5.8791	3.6459e-05	0.00036459	0.25594	2.3166e-05	0.72561	1.1405e-15	0.0018295	0
12.588	1.7665	194.52	0.00018755	0.00045239	3.1499e-17	7.4873e-26	0.040959	4.0308e-09	1.8918e-06	5.4775e-17	0.0013554	0.0016947	1.1461e-10	0.00057442	0.0008501	7.0971e-12	3.9387e-13	5.7238e-09	0.00014311	1.7111e-13	1.2353e-05	855.56	0	0.14383	5.9235	3.6459e-05	0.00036459	0.25509	2.3164e-05	0.72569	1.1404e-15	0.0018411	0
12.706	1.7807	194.6	0.0001875	0.0004522	1.8833e-17	4.4479e-26	0.040911	4.0305e-09	1.8268e-06	5.4711e-17	0.001355	0.0016434	1.146e-10	0.00056221	0.0008444	6.7699e-12	3.9733e-13	5.7731e-09	0.00014434	1.7694e-13	1.2461e-05	862.89	0	0.14505	5.9677	3.6459e-05	0.00036459	0.25424	2.3162e-05	0.72578	1.1403e-15	0.0018527	0
12.824	1.7949	194.68	0.00018746	0.00045202	1.1261e-17	2.6423e-26	0.040863	4.0303e-09	1.7643e-06	5.4626e-17	0.0013546	0.0015935	1.1459e-10	0.00055017	0.00083875	6.4591e-12	4.0077e-13	5.8223e-09	0.00014557	1.8288e-13	1.2568e-05	870.19	0	0.14626	6.0116	3.6459e-05	0.00036459	0.2534	2.316e-05	0.72586	1.1403e-15	0.0018643	0
12.941	1.809	194.77	0.00018742	0.00045185	6.7327e-18	1.5696e-26	0.040816	4.0301e-09	1.7042e-06	5.452e-17	0.0013544	0.001545	1.1458e-10	0.0005383	0.00083315	6.1636e-12	4.042e-13	5.8713e-09	0.0001468	1.8895e-13	1.2675e-05	877.48	0	0.14747	6.0553	3.6459e-05	0.00036459	0.25258	2.3158e-05	0.72594	1.1402e-15	0.001876	0
13.059	1.823	194.84	0.00018738	0.00045169	4.0255e-18	9.3246e-27	0.04077	4.0298e-09	1.6463e-06	5.4394e-17	0.0013542	0.0014979	1.1458e-10	0.0005266	0.00082759	5.8827e-12	4.0762e-13	5.9202e-09	0.00014802	1.9513e-13	1.2782e-05	884.74	0	0.14867	6.0988	3.6459e-05	0.00036459	0.25177	2.3157e-05	0.72602	1.1401e-15	0.0018877	0
13.176	1.8371	194.92	0.00018734	0.00045154	2.4069e-18	5.5393e-27	0.040724	4.0296e-09	1.5905e-06	5.4248e-17	0.0013542	0.0014521	1.1457e-10	0.00051507	0.00082209	5.6157e-12	4.1103e-13	5.9689e-09	0.00014924	2.0143e-13	1.2888e-05	891.97	0	0.14987	6.1421	3.6459e-05	0.00036459	0.25097	2.3155e-05	0.72609	1.14e-15	0.0018994	0
13.294	1.8511	194.99	0.00018731	0.0004514	1.4391e-18	3.2906e-27	0.040679	4.0294e-09	1.5368e-06	5.4082e-17	0.0013542	0.0014076	1.1456e-10	0.00050372	0.00081662	5.3616e-12	4.1443e-13	6.0174e-09	0.00015045	2.0784e-13	1.2994e-05	899.18	0	0.15106	6.1852	3.6459e-05	0.00036459	0.25017	2.3153e-05	0.72617	1.1399e-15	0.0019111	0
13.412	1.865	195.06	0.00018728	0.00045126	8.6043e-19	1.9548e-27	0.040635	4.0292e-09	1.4851e-06	5.3897e-17	0.0013543	0.0013643	1.1456e-10	0.00049254	0.0008112	5.1199e-12	4.1782e-13	6.0658e-09	0.00015166	2.1438e-13	1.3099e-05	906.36	0	0.15225	6.228	3.6459e-05	0.00036459	0.24939	2.3151e-05	0.72624	1.1399e-15	0.0019229	0
13.529	1.8789	195.13	0.00018726	0.00045114	5.1445e-19	1.1613e-27	0.040591	4.029e-09	1.4353e-06	5.3693e-17	0.0013545	0.0013223	1.1455e-10	0.00048154	0.00080583	4.8899e-12	4.2119e-13	6.114e-09	0.00015287	2.2102e-13	1.3204e-05	913.52	0	0.15344	6.2706	3.6459e-05	0.00036459	0.24862	2.315e-05	0.72631	1.1398e-15	0.0019346	0
13.647	1.8927	195.19	0.00018723	0.00045102	3.0759e-19	6.8986e-28	0.040548	4.0288e-09	1.3872e-06	5.3472e-17	0.0013548	0.0012815	1.1454e-10	0.00047071	0.0008005	4.6709e-12	4.2455e-13	6.162e-09	0.00015407	2.2779e-13	1.3309e-05	920.65	0	0.15462	6.313	3.6459e-05	0.00036459	0.24786	2.3148e-05	0.72638	1.1397e-15	0.0019463	0
13.765	1.9065	195.25	0.00018721	0.00045091	1.8391e-19	4.0981e-28	0.040505	4.0286e-09	1.341e-06	5.3232e-17	0.0013551	0.0012418	1.1454e-10	0.00046006	0.00079521	4.4624e-12	4.279e-13	6.2098e-09	0.00015526	2.3466e-13	1.3413e-05	927.75	0	0.15579	6.3552	3.6459e-05	0.00036459	0.24712	2.3147e-05	0.72645	1.1397e-15	0.0019581	0
13.882	1.9203	195.31	0.00018719	0.00045081	1.0996e-19	2.4345e-28	0.040463	4.0284e-09	1.2963e-06	5.2976e-17	0.0013555	0.0012033	1.1453e-10	0.00044958	0.00078997	4.2639e-12	4.3124e-13	6.2575e-09	0.00015645	2.4165e-13	1.3517e-05	934.83	0	0.15696	6.3971	3.6459e-05	0.00036459	0.24638	2.3145e-05	0.72652	1.1396e-15	0.0019698	0
14	1.934	195.37	0.00018718	0.00045072	6.5746e-20	1.4462e-28	0.040421	4.0283e-09	1.2533e-06	5.2703e-17	0.001356	0.0011659	1.1452e-10	0.00043928	0.00078477	4.0747e-12	4.3457e-13	6.3049e-09	0.00015764	2.4875e-13	1.3621e-05	941.88	0	0.15813	6.4388	3.6459e-05	0.00036459	0.24565	2.3144e-05	0.72658	1.1395e-15	0.0019816	0
14.118	1.9476	195.42	0.00018717	0.00045064	3.931e-20	8.5914e-29	0.04038	4.0281e-09	1.2118e-06	5.2413e-17	0.0013565	0.0011296	1.1452e-10	0.00042915	0.00077962	3.8946e-12	4.3788e-13	6.3522e-09	0.00015882	2.5596e-13	1.3724e-05	948.9	0	0.15929	6.4803	3.6459e-05	0.00036459	0.24493	2.3142e-05	0.72665	1.1395e-15	0.0019933	0
14.235	1.9612	195.48	0.00018716	0.00045057	2.3504e-20	5.1037e-29	0.04034	4.0279e-09	1.1718e-06	5.2108e-17	0.0013571	0.0010943	1.1451e-10	0.0004192	0.0007745	3.7229e-12	4.4118e-13	6.3993e-09	0.00016	2.6328e-13	1.3826e-05	955.9	0	0.16045	6.5216	3.6459e-05	0.00036459	0.24422	2.3141e-05	0.72671	1.1394e-15	0.0020051	0
14.353	1.9748	195.53	0.00018715	0.0004505	1.4053e-20	3.0319e-29	0.0403	4.0278e-09	1.1332e-06	5.1788e-17	0.0013577	0.0010601	1.1451e-10	0.00040943	0.00076943	3.5592e-12	4.4447e-13	6.4462e-09	0.00016117	2.7071e-13	1.3929e-05	962.86	0	0.1616	6.5626	3.6459e-05	0.00036459	0.24352	2.314e-05	0.72677	1.1394e-15	0.0020168	0
14.471	1.9883	195.57	0.00018715	0.00045045	8.4023e-21	1.8011e-29	0.04026	4.0276e-09	1.0959e-06	5.1453e-17	0.0013584	0.0010269	1.145e-10	0.00039983	0.0007644	3.4032e-12	4.4774e-13	6.4929e-09	0.00016234	2.7825e-13	1.4031e-05	969.8	0	0.16274	6.6034	3.6459e-05	0.00036459	0.24283	2.3138e-05	0.72683	1.1393e-15	0.0020285	0
14.588	2.0017	195.62	0.00018715	0.0004504	5.0237e-21	1.07e-29	0.040221	4.0275e-09	1.06e-06	5.1104e-17	0.0013591	0.00099465	1.145e-10	0.0003904	0.00075941	3.2544e-12	4.51e-13	6.5394e-09	0.00016351	2.859e-13	1.4132e-05	976.71	0	0.16388	6.644	3.6459e-05	0.00036459	0.24215	2.3137e-05	0.72689	1.1393e-15	0.0020402	0
14.706	2.0151	195.66	0.00018715	0.00045036	3.0037e-21	6.3561e-30	0.040183	4.0273e-09	1.0252e-06	5.0742e-17	0.0013599	0.00096335	1.1449e-10	0.00038114	0.00075447	3.1126e-12	4.5425e-13	6.5857e-09	0.00016466	2.9365e-13	1.4233e-05	983.58	0	0.16502	6.6844	3.6459e-05	0.00036459	0.24148	2.3136e-05	0.72695	1.1392e-15	0.0020519	0
14.824	2.0284	195.7	0.00018716	0.00045033	1.7959e-21	3.7759e-30	0.040145	4.0272e-09	9.9175e-07	5.0367e-17	0.0013606	0.00093299	1.1449e-10	0.00037206	0.00074956	2.9772e-12	4.5748e-13	6.6319e-09	0.00016582	3.015e-13	1.4334e-05	990.43	0	0.16614	6.7245	3.6459e-05	0.00036459	0.24082	2.3135e-05	0.727	1.1392e-15	0.0020635	0
