z	 POPzt	 POCzt	 DOPzt	 DOCzt	 O2zt	 NO3zt	 NH4zt	 NH3zt	 FeOH3zt	 FeOOHzt	 Fe2zt	 SO4zt	 H2Szt	 HSzt	 PO4zt	 PO4adsazt	 PO4adsbzt	 S0zt	 S8zt	 FeSzt	 FeS2zt	 AlOH3zt	 Ca2zt	 Ca3PO42zt	 OMSzt	 Hzt	 CaCO3zt	 CO2zt	 CO3zt	 HCO3zt	 H2CO3zt	 Chlzt	 CH4aq	 CH4g	 FeCO3	 Fe3PO42	 PO4adsc
11.6	374.605	37007	0.00030212	0.00034475	2.18E-65	1.32E-65	0.19704	1.11E-10	4.7589	0.00020116	6.7761	0.029936	3.10E-05	9.56E-09	0.07301	141.84	0.0027564	0.0022494	646.7	0.15174	0.016239	0.00022842	0.3186	75.45940172	6.2936	5.05E-05	213.9615	0.76067	0.0025272	4.5466	4.16e-321	0.58242	1.79E-10	6.3389e-321	0.099797	259.714	450.22
11.7	374.55	37035	0.00030246	0.00034565	6.06E-66	3.62E-66	0.19718	1.11E-10	4.3943	0.00019326	6.7886	0.030202	3.15E-05	9.66E-09	0.07376	138.84	0.0027128	0.00225	646.88	0.15343	0.016391	0.00021169	0.31699	75.55555556	6.2936	5.06E-05	212.5755	0.76295	0.0025295	4.5557	4.1897e-321	0.58328	1.81E-10	6.3833e-321	0.10027	260.4225	450.22
11.8	374.484	37063	0.00030278	0.00034654	1.69E-66	9.92E-67	0.19731	1.11E-10	4.0568	0.00018581	6.8007	0.030469	3.20E-05	9.76E-09	0.074461	135.89	0.0026697	0.0022507	647.06	0.15512	0.016544	0.00019614	0.31543	75.64814817	6.2936	5.06E-05	211.194	0.76515	0.0025319	4.5648	4.2094e-321	0.58413	1.83E-10	6.4327e-321	0.10075	261.1245	450.22
11.9	374.418	37090	0.00030311	0.00034742	4.68E-67	2.72E-67	0.19745	1.11E-10	3.7447	0.0001788	6.8126	0.030736	3.25E-05	9.86E-09	0.075113	132.98	0.002627	0.0022513	647.23	0.15682	0.016696	0.00018171	0.31393	75.7371795	6.2936	5.07E-05	209.8215	0.76728	0.0025346	4.5739	4.2391e-321	0.58499	1.85E-10	6.4821e-321	0.10123	261.82	450.22
12	374.352	37118	0.00030342	0.00034829	1.30E-67	7.45E-68	0.19757	1.11E-10	3.456	0.00017219	6.8243	0.031003	3.30E-05	9.95E-09	0.075715	130.13	0.0025848	0.0022519	647.41	0.15853	0.016848	0.00016831	0.31248	75.82264956	6.2936	5.07E-05	208.4535	0.76933	0.0025375	4.5829	4.2638e-321	0.58584	1.87E-10	6.5315e-321	0.10171	262.509	450.22
12.1	374.297	37146	0.00030374	0.00034916	3.62E-68	2.04E-68	0.1977	1.11E-10	3.1892	0.00016597	6.8357	0.03127	3.34E-05	1.01E-08	0.076268	127.33	0.002543	0.0022525	647.58	0.16024	0.017	0.00015588	0.31108	75.90455839	6.2936	5.07E-05	207.099	0.77132	0.0025406	4.5919	4.2934e-321	0.58669	1.89E-10	6.581e-321	0.10219	263.198	450.22
12.2	374.231	37173	0.00030405	0.00035001	1.01E-68	5.59E-69	0.19782	1.11E-10	2.9427	0.00016011	6.8469	0.031537	3.39E-05	1.02E-08	0.076771	124.57	0.0025017	0.0022531	647.76	0.16195	0.017152	0.00014436	0.30973	75.982906	6.2936	5.08E-05	205.749	0.77322	0.0025439	4.6009	4.3181e-321	0.58755	1.91E-10	6.6304e-321	0.10268	263.8805	450.22
12.3	374.176	37201	0.00030435	0.00035086	2.80E-69	1.53E-69	0.19794	1.11E-10	2.715	0.00015459	6.8579	0.031804	3.44E-05	1.03E-08	0.077225	121.87	0.0024609	0.0022537	647.93	0.16367	0.017304	0.00013367	0.30845	76.05769233	6.2936	5.08E-05	204.4125	0.77506	0.0025474	4.6098	4.3428e-321	0.58839	1.93E-10	6.6798e-321	0.10316	264.563	450.22
12.4	374.11	37228	0.00030465	0.00035169	7.77E-70	4.19E-70	0.19806	1.11E-10	2.5049	0.0001494	6.8686	0.032072	3.48E-05	1.03E-08	0.07763	119.22	0.0024205	0.0022543	648.1	0.1654	0.017456	0.00012378	0.30721	76.12535611	6.2936	5.08E-05	203.0805	0.77682	0.0025511	4.6187	4.3725e-321	0.58924	1.95E-10	6.7292e-321	0.10365	265.239	450.22
12.5	374.044	37256	0.00030494	0.00035252	2.16E-70	1.15E-70	0.19817	1.11E-10	2.3109	0.0001445	6.8791	0.032339	3.53E-05	1.04E-08	0.077987	116.61	0.0023806	0.0022549	648.27	0.16713	0.017607	0.00011461	0.30604	76.19301994	6.2936	5.08E-05	201.7575	0.77851	0.002555	4.6276	4.3922e-321	0.59009	1.97E-10	6.7786e-321	0.10414	265.9085	450.21
12.6	373.989	37283	0.00030523	0.00035334	6.00E-71	3.15E-71	0.19828	1.11E-10	2.1319	0.00013988	6.8895	0.032607	3.57E-05	1.05E-08	0.078295	114.06	0.0023412	0.0022555	648.44	0.16886	0.017758	0.00010612	0.30492	76.2571225	6.2937	5.08E-05	200.4435	0.78013	0.0025592	4.6365	4.4169e-321	0.59093	1.99E-10	6.8181e-321	0.10463	266.578	450.21
12.7	373.923	37310	0.00030552	0.00035415	1.67E-71	8.62E-72	0.19839	1.11E-10	1.9668	0.00013553	6.8996	0.032874	3.61E-05	1.06E-08	0.078556	111.55	0.0023023	0.0022561	648.61	0.17061	0.017909	9.83E-05	0.30385	76.31410256	6.2937	5.08E-05	199.134	0.78169	0.0025635	4.6453	4.4417e-321	0.59177	2.01E-10	6.8626e-321	0.10512	267.241	450.21
12.8	373.868	37337	0.0003058	0.00035495	4.64E-72	2.36E-72	0.1985	1.12E-10	1.8145	0.00013142	6.9095	0.033142	3.65E-05	1.07E-08	0.078771	109.1	0.0022639	0.0022566	648.78	0.17235	0.01806	9.10E-05	0.30285	76.37108261	6.2937	5.08E-05	197.838	0.78317	0.002568	4.6542	4.4614e-321	0.59261	2.03E-10	6.907e-321	0.10562	267.8975	450.21
12.9	373.813	37364	0.00030608	0.00035574	1.29E-72	6.47E-73	0.1986	1.12E-10	1.6741	0.00012755	6.9192	0.03341	3.69E-05	1.08E-08	0.078939	106.69	0.002226	0.0022572	648.95	0.1741	0.018211	8.43E-05	0.3019	76.42094017	6.2937	5.08E-05	196.5465	0.78458	0.0025727	4.6629	4.4861e-321	0.59345	2.05E-10	6.9564e-321	0.10611	268.5475	450.21
13	373.747	37391	0.00030635	0.00035652	3.58E-73	1.77E-73	0.1987	1.12E-10	1.5447	0.00012389	6.9287	0.033678	3.73E-05	1.09E-08	0.079063	104.33	0.0021886	0.0022578	649.12	0.17586	0.018361	7.80E-05	0.301	76.47079772	6.2937	5.08E-05	195.264	0.78593	0.0025775	4.6717	4.5108e-321	0.59429	2.07E-10	7.0009e-321	0.10661	269.1975	450.21
13.1	373.692	37418	0.00030661	0.00035729	9.96E-74	4.86E-74	0.1988	1.12E-10	1.4255	0.00012044	6.938	0.033946	3.77E-05	1.10E-08	0.079142	102.01	0.0021517	0.0022584	649.29	0.17762	0.018511	7.23E-05	0.30016	76.51353278	6.2937	5.08E-05	193.9905	0.78722	0.0025826	4.6804	4.5355e-321	0.59512	2.09E-10	7.0503e-321	0.10711	269.8475	450.21
