732420,7.1
732427,7
732436,8.2
732441,10
732448,11
732455,14
732462,13
732470,16
732476,20
732484,22
732490,24
732497,31
732504,20
732511,25
732518,22
732525,28
732533,30
732539,24
732546,19
732554,27
732559,28
732567,24
732574,24
732582,20
732588,19
732595,5.6
732799,4.7
732805,3.8
732812,10
732819,8.2
732826,11
732834,15
732841,22
732847,27
732855,32
732861,36
732868,36
732875,41
732882,31
732889,34
732896,47
732903,37
732910,46
732918,40
732924,57
732931,38
732938,30
732945,35
732953,32
732959,26
733148,8.9
733155,7.3
733164,8.4
733169,12
733177,12
733184,13
733191,14
733197,17
733204,17
733211,20
733218,24
733225,23.2
733232,22
733239,26
733246,22
733255,25
733261,24
733267,25
733274,22
733281,26
733288,19
733295,19
733305,15
733309,13
733316,10
733323,10
733331,10
733515,4.9
733519,6.4
733526,7.1
733533,8.1
733541,8.7
733551,11
733554,11
733561,11
733568,20
733575,17
733582,17
733589,17
733596,18
733604,22
733610,18
733617,35
733624,23
733631,20
733638,21
733645,20
733652,19
733659,17
733666,9.1
733673,11
733680,10
733687,8.3
733694,9.1
733739,2.2
733890,8.1
733897,9.2
733904,6.6
733908,13
733918,14
733932,16
733939,17
733946,28
733953,22
733960,16
733967,16
733974,23
733988,21
733995,28
734002,19
734009,18
734012,23
734016,15
734023,15
734030,13
734037,12
734044,11
734051,11
734058,9.1
734254,4.7
734261,8.2
734268,7.3
734276,7.2
734283,7.1
734289,9.3
734296,12
734303,12
734310,14
734317,24
734324,22
734331,22
734338,16
734345,17
734353,3.6
734359,12
734366,13
734381,12
734387,11
734395,11
734401,11
734408,6.9
734415,5.4
734422,5
734619,12
734626,13
734632,8.2
734641,10
734646,11
734653,15
734660,13
734668,17
734674,14
734681,14
734688,21
734696,21
734702,20
734709,21
734716,16
734723,6.1
734730,7.3
734737,12
734744,11
734751,13
734758,11
734765,8.1
734772,7.1
734779,4.8
734787,4.4
734793,5.7
734975,7.1
734982,7
734989,7.1
734996,6.9
735003,9.3
735010,8.7
735018,8.2
735024,11
735031,28
735038,16
735045,18
735052,18
735059,26
735066,25
735073,16
735080,12
735087,14
735094,14
735101,15
735108,12
735115,15
735122,12
735129,11
735136,8.5
735143,6.4
735150,6.4
735361,9.4
735367,9.3
735381,10
735395,17
735409,17
735423,16
735437,27
735451,30
735465,11
735479,13
735497,9.3
735507,8.4
735521,6.4
735718,6.2
735732,11
735746,8.6
735760,17
735774,17
735788,14
735804,13
735816,12
735830,16
735844,14
735858,11
735872,11
735886,6.6
736083,6
736097,4.6
736111,11
736124,14
736139,18
736151,17
736167,23
736181,28
736195,34
736209,15
736224,6.1
736237,5.2
736251,3.2
736445,3.9
736459,6.4
736473,5.6
736501,6.7
736515,12
736529,12
736543,14
736557,16
736571,7.8
736585,12
736613,6.3
